name,city,state,identifier,rating,address,material,designer,builder,opened,hours,size,notes,info,helmet,lights,photo_cred,photo_url,video_url,num_pics,obstacles
tacoma skatepark,tacoma,washington,tacoma3,,,,,,,,,,,,,,,,,
thea's skatespot,tacoma,washington,tacoma4,,,,,,,,,,,,,,,,,
,toledo,washington,toledowa,3,"598 S 6th St, Toledo, WA 98591",concrete,grindline,grindline,2014,,7300,,,,,,,,,
,tonasket,washington,tonasket,,,,,,,,,,,,,,,,,
,tulalip,washington,tulalip,,,concrete,grindline,grindline,2015,,,,,,,,,,,
tukwilla skate park,tukwilla,washington,tukwilla,,,,,,,,,,,,,,,,,
university place skatepark,university place,washington,university place,,,,,,,,,,,,,,,,,
woodland skatepark,woodland,washington,woodland,4,"Park Rd & Lakeshore Dr, Woodland, WA 98674",concrete,dreamland,dreamland,2006,6am - Dusk,5160,,,,,,,,,
pacific community skatepark,vancouver,washington,vancouver,4,"NE 18th St & NE 164th Ave, Vancouver, WA 98684",concrete,grindline,grindline,2007,,10000,,,,,,,,,
swift skatepark,vancouver,washington,vancouver2,,,,,,,,,,,,,,,,,
vashon skatepark,vashon,washington,vashon,4,"10500 SW 228th St, Vashon, WA 98070",concrete,grindline,grindline,2014,9am - Dusk,3000,,,,,,,,,
walla walla skate park,walla walla,washington,walla walla,4,"400 N Tausick Way, Walla Walla, WA 99362",concrete,walla walla skatepark association/dreamland,dreamland,2009,,6300,,,,,,,,,
fort walla walla,walla walla,washington,walla walla2,3,"1898 Dalles Military Rd, Walla Walla, WA 99362",concrete,,,2000,6am-10pm,,,,,,,,,,
,wenatchee,washington,wenatchee,,,,,,,,,,,,,,,,,
revolution snow & skate,wenatchee,washington,wenatchee2,,,,,,,,,,,,,,,,,
wenatchee skatepark,wenatchee,washington,wenatchee3,,,,,,,,,,,,,,,,,
,wilkeson,washington,wilkeson,3,"22209 163rd St E, Wilkeson, WA 98396",concrete,grindline,grindline,2014,,2500,,,,,,,,,
skater zone,wilson creek,washington,wilson creek,,,,,,,,,,,,,,,,,
winlock skatepark,winlock,washington,winlock,,,,,,,,,,,,,,,,,
woodinville rotary skate/bmx park,woodinville,washington,woodinville,,,,,,,,,,,,,,,,,
chesterley skate park,yakima,washington,yakima,,,,,,,,,,,,,,,,,
kiwanis skatepark,yakima,washington,yakima2,4,"S Fair Ave & E Maple St, Yakima, WA 98901",concrete,grindline,grindline,2008,,12000,,,,,,,,,
yelm skatepark,yelm,washington,yelm,,,,,,,,,,,,,,,,,
